1608919930 0 0 3 0 0 0 0 0
1608924760 0 0 3 0 67 0 0 0
1608926005 0 0 3 0 132 0 0 0
1608926127 0 0 3 0 132 0 0 0
1608926352 0 0 3 0 143 0 0 0
1608926410 0 0 6 0 143 0 0 0
1610033014 165 0 6 0 143 0 0 0
1610034594 280 0 6 0 143 0 0 0
1610035090 362 0 6 0 143 0 0 0
1610038965 445 0 6 0 143 0 0 0
1610126358 531 0 6 0 143 0 0 0
1610126882 552 0 6 0 143 0 0 0
1610127971 560 0 6 0 143 0 0 0
1610138511 689 0 6 0 143 0 0 0
1610223487 748 0 6 0 143 0 0 0
1610227258 788 0 6 0 143 0 0 0
1610227886 792 0 6 0 143 0 0 0
1610228711 805 0 6 0 143 0 0 0
1610230167 849 0 6 0 143 0 0 0
1610285804 867 0 6 0 143 0 0 0
1610286001 868 0 6 0 143 0 0 0
1610289200 925 0 6 0 143 0 0 0
1610293285 1092 0 6 0 143 0 0 0
1610294045 1092 0 6 0 143 56 0 0
1610297628 1193 0 6 0 143 56 0 0
1610297638 1193 0 6 0 143 56 0 0
1610298157 1204 0 6 0 143 56 0 0
1610309500 1288 0 6 0 143 56 0 0
1610314329 1448 0 6 0 143 56 0 0
1610314952 1494 0 6 0 143 56 0 0
1610315878 1520 0 6 0 143 56 0 0
1610319111 1688 0 6 0 143 56 0 0
1610324083 1750 0 6 0 143 56 0 0
1610324760 1779 0 6 0 143 56 0 0
1610329780 2031 0 6 0 143 56 0 0
1610332752 2089 0 6 0 143 56 0 0
1610359167 2091 0 6 0 143 56 0 0
1610359460 2122 0 6 0 143 56 0 0
1610360624 2141 0 6 0 143 56 0 0
1610399881 2196 0 6 0 143 56 0 0
1610402681 2242 0 6 0 143 56 0 0
1610408731 2323 0 6 0 143 56 0 0
1610408863 2336 0 6 0 143 56 0 0
1610409785 2509 0 6 0 143 56 0 0
1610410072 2521 0 6 0 143 56 0 0
1610457971 2548 0 6 0 143 56 0 0
1610465862 2548 0 6 33 143 56 0 0
1610466001 2653 0 6 33 143 56 0 0
1610466005 2653 0 6 33 143 56 0 0
1610466288 2653 0 6 84 143 56 0 0
1610466500 2653 0 6 84 143 56 0 0
1610467370 2653 0 6 94 143 56 0 0
1610467510 2653 0 6 96 143 56 0 0
1610467949 2653 0 6 97 143 56 0 0
1610468211 2685 0 6 97 143 56 0 0
1610468498 2685 0 6 97 143 56 0 0
1610887335 2708 0 6 97 143 56 0 0
1610890635 2740 0 6 97 143 56 0 0
1610892072 2775 0 6 97 143 56 0 0
1610892643 2775 3288 6 97 143 56 0 0
1610893037 2847 3288 6 97 143 56 0 0
1610893689 6144 3288 6 97 143 56 0 0
1610893920 6144 3337 6 97 143 56 0 0
1610893928 6144 3337 6 97 143 56 0 0
1610894056 6144 3337 6 97 143 56 0 21
1610894060 6144 3337 6 97 143 56 0 21
1610897787 6144 3337 6 97 143 85 0 21
1610898967 6211 3337 6 97 143 85 0 21
1610902254 6249 3337 6 97 143 85 0 21
1610902258 6249 3337 6 97 143 85 0 21
1610903111 6272 3337 6 97 143 85 0 21
1610904374 6272 3337 6 97 143 127 0 21
1610904507 6272 3337 6 97 143 127 0 21
1610906174 6384 3337 6 97 143 127 0 21
1610911929 6442 3337 6 97 143 127 0 21
1610912043 6442 3337 6 97 143 127 0 21
1610912412 6458 3337 6 97 143 127 0 21
1610913997 6489 3337 6 97 143 127 0 21
1610918103 6620 3337 6 97 143 127 0 21
1610918955 6642 3337 6 97 143 127 0 21
1611241277 6708 3337 6 97 143 127 0 21
1611243830 6804 3337 6 97 143 127 0 21
1611244917 6822 3337 6 97 143 127 0 21
1611251184 10380 3337 6 97 143 127 0 21
1611258023 10534 3337 6 97 143 127 0 21
1611259227 10564 3337 6 97 143 127 0 21
1611260057 10599 3337 6 97 143 127 0 21
1611260214 10602 3337 6 97 143 127 0 21
1611260509 10602 3337 6 97 143 127 0 21
1611848810 10850 3337 6 97 143 127 0 21
1611877700 11155 3337 6 97 143 127 0 21
1611954896 11294 3337 6 97 143 127 0 21
1611955293 11324 3337 6 97 143 127 0 21
1612277149 11368 3337 6 97 143 127 0 21
1612281010 41938 3337 6 97 143 127 0 21
1612283851 42028 3337 6 97 143 127 0 21
1612285259 42082 3337 6 97 143 127 0 21
1612287013 42156 3337 6 97 143 127 0 21
1612287666 42171 3337 6 97 143 127 0 21
1612289196 42191 3337 6 97 143 127 0 21
1612464568 45540 3337 6 97 143 127 0 21
1612470083 52404 3337 6 97 143 127 0 21
1612472205 59991 3337 6 97 143 127 0 21
1612479560 60112 3337 6 97 143 127 0 21
1612659224 60241 3337 6 97 143 127 0 21
1612661831 60297 3337 6 97 143 127 0 21
1612714680 60395 3337 6 97 143 127 0 21
1613554024 72678 3337 6 97 143 127 0 21
1613555551 72728 3337 6 97 143 127 0 21
1613557395 72836 3337 6 97 143 127 0 21
1613567503 72949 3337 6 97 143 127 0 21
1613570128 72973 3337 6 97 143 127 0 21
1613570823 72997 3337 6 97 143 127 0 21
1613573400 73019 3337 6 97 143 127 0 21
1614114162 73091 3337 6 97 143 127 0 21
1614115203 73129 3337 6 97 143 127 0 21
1614115874 73138 3337 6 97 143 127 0 21
1614117860 110591 3337 6 97 143 127 0 21
1614118082 110615 3337 6 97 143 127 0 21
1614121375 110692 3337 6 97 143 127 0 21
1614121788 112061 3337 6 97 143 127 0 21
1614125783 112256 3337 6 97 143 127 0 21
1614125847 112262 3337 6 97 143 127 0 21
1614127324 112325 3337 6 97 143 127 0 21
1614128098 112406 3337 6 97 143 127 0 21
1614128509 112417 3337 6 97 143 127 0 21
1614197185 112463 3337 6 97 143 127 0 21
1614197834 112539 3337 6 97 143 127 0 21
