nullme,UK STERLING 3M DEPOSIT (FT/RFV) - MIDDLE RATE,JAPANESE YEN 3M DEPOSIT (FT/RFV) - MIDDLE RATE,SWISS 3 MONTH LIBOR (SNB) - MIDDLE RATE,EURONIA OVERNIGHT AVG. (LDN:WMBA) - MIDDLE RATE
1990-03-02,0.151875,0.07375,0.093125,null
1990-03-05,0.153438,0.07375,0.0921875,null
1990-03-06,0.152188,0.07375,0.09125,null
1990-03-07,0.151875,0.074375,0.08875,null
1990-03-08,0.15125,0.074375,0.08875,null
1990-03-09,0.154063,0.074375,0.090625,null
1990-03-12,0.15375,0.074375,0.0915625,null
1990-03-13,0.153438,0.075625,0.0925,null
1990-03-14,0.152188,0.07625,0.091875,null
1990-03-15,0.152813,0.07625,0.09,null
1990-03-16,0.151875,0.076875,0.09,null
1990-03-19,0.1525,0.0775,0.0903125,null
1990-03-20,0.1525,0.07625,0.09125,null
1990-03-21,0.154375,0.07625,0.090625,null
1990-03-22,0.154063,0.075,0.090625,null
1990-03-23,0.15375,0.075,0.09,null
1990-03-26,0.152188,0.075,0.09,null
1990-03-27,0.152813,0.075,0.091875,null
1990-03-28,0.152188,0.075625,0.0925,null
1990-03-29,0.151875,0.074375,0.0925,null
1990-03-30,0.152344,0.074375,0.09,null
1990-04-02,0.152188,0.073125,0.09,null
1990-04-03,0.152188,0.07375,0.09125,null
1990-04-04,0.151875,0.07375,0.091875,null
1990-04-05,0.151563,0.07375,0.0923438,null
1990-04-06,0.151563,0.07375,0.0925,null
1990-04-09,0.151563,0.073125,0.093125,null
1990-04-10,0.151875,0.07375,0.09375,null
1990-04-11,0.151875,0.074375,0.09375,null
1990-04-12,0.151875,0.074375,0.0925,null
1990-04-13,0.151875,0.074375,0.0925,null
1990-04-16,0.151875,0.074375,0.0925,null
1990-04-17,0.152188,0.074375,0.0925,null
1990-04-18,0.152188,0.07375,0.09375,null
1990-04-19,0.152188,0.07375,0.095,null
1990-04-20,0.151563,0.07375,0.095625,null
1990-04-23,0.152188,0.07375,0.095625,null
1990-04-24,0.152188,0.07375,0.096875,null
1990-04-25,0.152813,0.07375,0.09625,null
1990-04-26,0.153125,0.073125,0.09375,null
1990-04-27,0.153125,0.073125,0.093125,null
1990-04-30,0.153125,0.073125,0.09375,null
1990-05-01,0.153438,0.073125,0.0940625,null
1990-05-02,0.153438,0.073125,0.094375,null
1990-05-03,0.153438,0.073125,0.093125,null
1990-05-04,0.152188,0.073125,0.0925,null
1990-05-07,0.152188,0.073125,0.0925,null
1990-05-08,0.151875,0.0725,0.091875,null
1990-05-09,0.151875,0.0725,0.090625,null
1990-05-10,0.152188,0.0725,0.089375,null
1990-05-11,0.152188,0.073125,0.089375,null
1990-05-14,0.151875,0.0725,0.09,null
1990-05-15,0.151562,0.0725,0.088125,null
1990-05-16,0.151719,0.0725,0.08875,null
1990-05-17,0.151406,0.071875,0.088125,null
1990-05-18,0.150625,0.07375,0.0875,null
1990-05-21,0.149688,0.07375,0.088125,null
1990-05-22,0.149688,0.073125,0.0875,null
1990-05-23,0.150313,0.073125,0.088125,null
1990-05-24,0.150938,0.073125,0.088125,null
1990-05-25,0.151094,0.073125,0.088125,null
1990-05-28,0.151094,0.073125,0.088125,null
1990-05-29,0.150625,0.073125,0.088125,null
1990-05-30,0.150625,0.073125,0.088125,null
1990-05-31,0.151563,0.073125,0.088125,null
1990-06-01,0.151563,0.0725,0.088125,null
1990-06-04,0.151563,0.073125,0.088125,null
1990-06-05,0.15125,0.073125,0.08875,null
1990-06-06,0.150938,0.073125,0.08875,null
1990-06-07,0.150468,0.073125,0.09,null
1990-06-08,0.150468,0.073125,0.089375,null
1990-06-11,0.15,0.073125,0.09,null
1990-06-12,0.149063,0.073125,0.09,null
1990-06-13,0.14875,0.073125,0.089375,null
1990-06-14,0.149063,0.073125,0.0889063,null
1990-06-15,0.149063,0.073125,0.088125,null
1990-06-18,0.149063,0.073125,0.08875,null
1990-06-19,0.149063,0.0734375,0.0895313,null
1990-06-20,0.149063,0.074063,0.09,null
1990-06-21,0.149063,0.074063,0.09,null
1990-06-22,0.149375,0.074375,0.09,null
1990-06-25,0.14875,0.074375,0.09,null
1990-06-26,0.14875,0.074375,0.08875,null
1990-06-27,0.149063,0.074375,0.09,null
1990-06-28,0.149531,0.07625,0.09,null
1990-06-29,0.149531,0.07625,0.09,null
1990-07-02,0.149063,0.07625,0.0910938,null
1990-07-03,0.149219,0.07625,0.090625,null
1990-07-04,0.149063,0.075625,0.090625,null
1990-07-05,0.149688,0.075625,0.090625,null
1990-07-06,0.149688,0.075625,0.091875,null
1990-07-09,0.149375,0.075625,0.091875,null
1990-07-10,0.149063,0.075625,0.0921875,null
1990-07-11,0.15,0.07625,0.09125,null
1990-07-12,0.151406,0.07625,0.0901563,null
1990-07-13,0.149688,0.07625,0.0898438,null
1990-07-16,0.15,0.07625,0.08875,null
1990-07-17,0.149063,0.076875,0.0895313,null
1990-07-18,0.149063,0.076875,0.089375,null
1990-07-19,0.149375,0.076875,0.08875,null
1990-07-20,0.15,0.076875,0.089375,null
1990-07-23,0.149375,0.076875,0.09,null
1990-07-24,0.149688,0.076875,0.089375,null
1990-07-25,0.15,0.076875,0.089375,null
1990-07-26,0.15,0.076875,0.0896875,null
1990-07-27,0.149688,0.076875,0.09,null
1990-07-30,0.149375,0.0775,0.089375,null
1990-07-31,0.15,0.0775,0.0895313,null
1990-08-01,0.149688,0.0775,0.09,null
1990-08-02,0.149688,0.0775,0.090625,null
1990-08-03,0.149688,0.0775,0.090625,null
1990-08-06,0.15,0.078125,0.091875,null
1990-08-07,0.149688,0.078125,0.09125,null
1990-08-08,0.149844,0.078125,0.090625,null
1990-08-09,0.149844,0.078125,0.0904688,null
1990-08-10,0.149688,0.0775,0.090625,null
1990-08-13,0.15,0.07875,0.09125,null
1990-08-14,0.150313,0.07875,0.09125,null
1990-08-15,0.15,0.07875,0.090625,null
1990-08-16,0.15,0.07875,0.089375,null
1990-08-17,0.150313,0.079375,0.089375,null
1990-08-20,0.150313,0.079375,0.089375,null
1990-08-21,0.150313,0.079375,0.089375,null
1990-08-22,0.149531,0.080625,0.089375,null
1990-08-23,0.149531,0.080625,0.08875,null
1990-08-24,0.149219,0.080625,0.0875,null
1990-08-27,0.149219,0.080625,0.0875,null
1990-08-28,0.14875,0.080625,0.08625,null
1990-08-29,0.14875,0.083125,0.086875,null
1990-08-30,0.149688,0.081875,0.085625,null
1990-08-31,0.15,0.081875,0.08625,null
1990-09-03,0.149375,0.081875,0.086875,null
1990-09-04,0.149375,0.0825,0.086875,null
1990-09-05,0.148438,0.083125,0.085,null
1990-09-06,0.14875,0.083125,0.083125,null
1990-09-07,0.149063,0.083125,0.084375,null
1990-09-10,0.149688,0.08375,0.08375,null
1990-09-11,0.149219,0.084375,0.08375,null
1990-09-12,0.149063,0.084375,0.08375,null
1990-09-13,0.149063,0.084375,0.083125,null
1990-09-14,0.149063,0.08375,0.083125,null
1990-09-17,0.149063,0.083125,0.08125,null
1990-09-18,0.149063,0.083125,0.0810938,null
1990-09-19,0.149063,0.083125,0.08125,null
1990-09-20,0.149063,0.083125,0.08125,null
1990-09-21,0.14875,0.083125,0.08125,null
1990-09-24,0.149063,0.083125,0.0821875,null
1990-09-25,0.149063,0.083125,0.083125,null
1990-09-26,0.149688,0.083125,0.0826563,null
1990-09-27,0.149375,0.084375,0.08125,null
1990-09-28,0.149375,0.084375,0.0825,null
1990-10-01,0.149063,0.08375,0.08,null
1990-10-02,0.149063,0.083125,0.08,null
1990-10-03,0.149063,0.083125,0.08,null
1990-10-04,0.149063,0.083125,0.08,null
1990-10-05,0.13875,0.0825,0.079375,null
1990-10-08,0.136875,0.081875,0.07875,null
1990-10-09,0.1375,0.081875,0.08,null
1990-10-10,0.136875,0.081875,0.080625,null
1990-10-11,0.13625,0.081875,0.080625,null
1990-10-12,0.13625,0.0825,0.08,null
1990-10-15,0.137188,0.0825,0.080625,null
1990-10-16,0.138125,0.0825,0.08125,null
1990-10-17,0.138125,0.0825,0.0809375,null
1990-10-18,0.138438,0.08125,0.08125,null
1990-10-19,0.13875,0.08125,0.08125,null
1990-10-22,0.138438,0.0825,0.08125,null
1990-10-23,0.13875,0.081875,0.081875,null
1990-10-24,0.138438,0.081875,0.0823438,null
1990-10-25,0.138125,0.081875,0.08125,null
1990-10-26,0.1375,0.081875,0.08125,null
1990-10-29,0.137813,0.0825,0.08125,null
1990-10-30,0.138125,0.0825,0.081875,null
1990-10-31,0.138125,0.0825,0.083125,null
1990-11-01,0.136563,0.0825,0.08375,null
1990-11-02,0.1375,0.0825,0.085,null
1990-11-05,0.13625,0.0825,0.08625,null
1990-11-06,0.135625,0.0825,0.08625,null
1990-11-07,0.136875,0.083125,0.085625,null
1990-11-08,0.136875,0.083125,0.085625,null
1990-11-09,0.137813,0.08375,0.085,null
1990-11-12,0.1375,0.08375,0.085625,null
1990-11-13,0.137188,0.083125,0.086875,null
1990-11-14,0.138125,0.083125,0.086875,null
1990-11-15,0.1375,0.083125,0.086875,null
1990-11-16,0.136875,0.083125,0.0875,null
1990-11-19,0.136875,0.083125,0.0875,null
1990-11-20,0.135938,0.083125,0.0875,null
1990-11-21,0.135938,0.08375,0.0875,null
1990-11-22,0.134375,0.08375,0.0879688,null
1990-11-23,0.134375,0.08375,0.088125,null
1990-11-26,0.133438,0.08375,0.088125,null
1990-11-27,0.135,0.08375,0.089375,null
1990-11-28,0.13625,0.08375,0.089375,null
1990-11-29,0.13625,0.08375,0.089375,null
1990-11-30,0.13625,0.08375,0.089375,null
1990-12-03,0.134375,0.08375,0.089375,null
1990-12-04,0.13625,0.08375,0.08875,null
1990-12-05,0.13625,0.083125,0.089375,null
1990-12-06,0.135625,0.083125,0.089375,null
1990-12-07,0.134688,0.0825,0.08875,null
1990-12-10,0.134063,0.0825,0.0875,null
1990-12-11,0.135625,0.0825,0.0892188,null
1990-12-12,0.136875,0.0825,0.089375,null
1990-12-13,0.13875,0.0825,0.0885938,null
1990-12-14,0.139375,0.0825,0.08875,null
1990-12-17,0.14,0.08125,0.09125,null
1990-12-18,0.140313,0.08125,0.0925,null
1990-12-19,0.139375,0.08125,0.0925,null
1990-12-20,0.139375,0.081875,0.0925,null
1990-12-21,0.14,0.081875,0.0925,null
1990-12-24,0.139688,0.081875,0.0926563,null
1990-12-25,0.139688,0.081875,0.0926563,null
1990-12-26,0.139688,0.081875,0.0926563,null
1990-12-27,0.139688,0.081875,0.08875,null
1990-12-28,0.139688,0.081875,0.088125,null
1990-12-31,0.140313,0.08375,0.0875,null
1991-01-01,0.140313,0.08375,0.0875,null
1991-01-02,0.140313,0.081875,0.0873438,null
1991-01-03,0.14,0.08125,0.088125,null
1991-01-04,0.139063,0.08125,0.088125,null
1991-01-07,0.139375,0.08125,0.089375,null
1991-01-08,0.139063,0.08125,0.09,null
1991-01-09,0.138438,0.08125,0.0904688,null
1991-01-10,0.139063,0.08125,0.089375,null
1991-01-11,0.139063,0.081875,0.088125,null
1991-01-14,0.14,0.081875,0.088125,null
1991-01-15,0.139688,0.081875,0.08875,null
1991-01-16,0.14,0.08125,0.088125,null
1991-01-17,0.139375,0.08125,0.086875,null
1991-01-18,0.139688,0.081563,0.086875,null
1991-01-21,0.13875,0.08125,0.085,null
1991-01-22,0.139688,0.08125,0.08375,null
1991-01-23,0.139688,0.07875,0.084375,null
1991-01-24,0.139375,0.081875,0.08375,null
1991-01-25,0.138438,0.081875,0.08375,null
1991-01-28,0.13875,0.081875,0.0834375,null
1991-01-29,0.139063,0.081875,0.0828125,null
1991-01-30,0.13875,0.081875,0.08125,null
1991-01-31,0.13875,0.081875,0.08125,null
1991-02-01,0.138438,0.083125,0.08375,null
1991-02-04,0.1375,0.08125,0.0826563,null
1991-02-05,0.13625,0.08125,0.08125,null
1991-02-06,0.135313,0.08,0.080625,null
1991-02-07,0.134375,0.08,0.080625,null
1991-02-08,0.134375,0.08,0.080625,null
1991-02-11,0.134375,0.08,0.080625,null
1991-02-12,0.134688,0.08,0.0815625,null
1991-02-13,0.131875,0.078125,0.08125,null
1991-02-14,0.130625,0.078125,0.0796875,null
1991-02-15,0.130938,0.07875,0.0789063,null
1991-02-18,0.130625,0.079375,0.079375,null
1991-02-19,0.129688,0.08,0.0790625,null
1991-02-20,0.129063,0.08,0.08,null
1991-02-21,0.129063,0.079375,0.080625,null
1991-02-22,0.129063,0.079375,0.08125,null
1991-02-25,0.129688,0.079375,0.08125,null
1991-02-26,0.129688,0.079375,0.08125,null
1991-02-27,0.1275,0.08125,0.08125,null
1991-02-28,0.126563,0.080938,0.0825,null
1991-03-01,0.126563,0.08125,0.083125,null
1991-03-04,0.126563,0.08125,0.0825,null
1991-03-05,0.126563,0.08125,0.081875,null
1991-03-06,0.125938,0.08125,0.080625,null
1991-03-07,0.124375,0.08125,0.0817188,null
1991-03-08,0.124375,0.08125,0.083125,null
1991-03-11,0.122188,0.08125,0.083125,null
1991-03-12,0.122188,0.08125,0.0825,null
1991-03-13,0.12375,0.08125,0.0825,null
1991-03-14,0.121563,0.081875,0.083125,null
1991-03-15,0.120625,0.08125,0.085625,null
1991-03-18,0.120625,0.081875,0.0875,null
1991-03-19,0.1225,0.081875,0.0875,null
1991-03-20,0.122813,0.0825,0.08625,null
1991-03-21,0.123125,0.080313,0.085,null
1991-03-22,0.121875,0.081563,0.085,null
1991-03-25,0.124375,0.081563,0.0853125,null
1991-03-26,0.124688,0.08000198,0.0865625,null
1991-03-27,0.124375,0.0775,0.08625,null
1991-03-28,0.12375,0.078125,0.08625,null
1991-03-29,0.12375,0.078125,0.08625,null
1991-04-01,0.12375,0.078125,0.08625,null
1991-04-02,0.12375,0.078125,0.086875,null
1991-04-03,0.123438,0.0775,0.086875,null
1991-04-04,0.125,0.0775,0.08625,null
1991-04-05,0.121563,0.078125,0.084375,null
1991-04-08,0.120313,0.07931198,0.084375,null
1991-04-09,0.119375,0.079688,0.085,null
1991-04-10,0.119688,0.079688,0.085625,null
1991-04-11,0.1175,0.079688,0.085625,null
1991-04-12,0.119063,0.079063,0.085,null
1991-04-15,0.118438,0.079063,0.085,null
1991-04-16,0.118125,0.079063,0.085,null
1991-04-17,0.118125,0.079063,0.084375,null
1991-04-18,0.117188,0.079688,0.0834375,null
1991-04-19,0.116875,0.080313,0.085,null
1991-04-22,0.117813,0.080313,0.0853125,null
1991-04-23,0.117813,0.079688,0.085,null
1991-04-24,0.117813,0.080313,0.085,null
1991-04-25,0.117188,0.080313,0.0853125,null
1991-04-26,0.117188,0.080313,0.085625,null
1991-04-29,0.117188,0.080313,0.0851563,null
1991-04-30,0.11625,0.080313,0.08625,null
1991-05-01,0.116563,0.080313,0.085625,null
1991-05-02,0.115625,0.080313,0.085625,null
1991-05-03,0.115625,0.078125,0.085,null
1991-05-06,0.115625,0.078125,0.085,null
1991-05-07,0.115,0.07875,0.085625,null
1991-05-08,0.114688,0.07875,0.085,null
1991-05-09,0.115313,0.07875,0.085,null
1991-05-10,0.114688,0.0775,0.08375,null
1991-05-13,0.114688,0.077813,0.083125,null
1991-05-14,0.115,0.077188,0.083125,null
1991-05-15,0.115938,0.077813,0.0835938,null
1991-05-16,0.115,0.077813,0.083125,null
1991-05-17,0.115625,0.077188,0.0825,null
1991-05-20,0.115,0.0775,0.0825,null
1991-05-21,0.114844,0.077813,0.0825,null
1991-05-22,0.114688,0.077813,0.08125,null
1991-05-23,0.11375,0.077813,0.081875,null
1991-05-24,0.114063,0.077813,0.081875,null
1991-05-27,0.114063,0.077813,0.081875,null
1991-05-28,0.113438,0.077188,0.081875,null
1991-05-29,0.113438,0.077188,0.081875,null
1991-05-30,0.113281,0.077188,0.080625,null
1991-05-31,0.113125,0.077188,0.08,null
1991-06-03,0.113438,0.077188,0.080625,null
1991-06-04,0.113438,0.076563,0.0814063,null
1991-06-05,0.113125,0.076563,0.0825,null
1991-06-06,0.113125,0.077188,0.08125,null
1991-06-07,0.1125,0.077188,0.080625,null
1991-06-10,0.111563,0.077188,0.080625,null
1991-06-11,0.111875,0.077813,0.08125,null
1991-06-12,0.110625,0.077813,0.0807813,null
1991-06-13,0.111563,0.077813,0.08125,null
1991-06-14,0.111875,0.077813,0.0807813,null
1991-06-17,0.112813,0.077813,0.080625,null
1991-06-18,0.1125,0.077813,0.08125,null
1991-06-19,0.1125,0.077813,0.08125,null
1991-06-20,0.111563,0.077813,0.08125,null
1991-06-21,0.111563,0.077813,0.08125,null
1991-06-24,0.111563,0.078438,0.080625,null
1991-06-25,0.1125,0.078438,0.080625,null
1991-06-26,0.1125,0.079063,0.080625,null
1991-06-27,0.112813,0.079063,0.08,null
1991-06-28,0.112813,0.079688,0.08,null
1991-07-01,0.112188,0.079688,0.08,null
1991-07-02,0.111875,0.076563,0.07875,null
1991-07-03,0.111719,0.076563,0.079375,null
1991-07-04,0.111563,0.076563,0.079375,null
1991-07-05,0.11125,0.076563,0.08,null
1991-07-08,0.110625,0.075625,0.08,null
1991-07-09,0.110625,0.075313,0.079375,null
1991-07-10,0.110625,0.075313,0.079375,null
1991-07-11,0.109063,0.075938,0.079375,null
1991-07-12,0.110313,0.0759375,0.079375,null
1991-07-15,0.110313,0.0759375,0.079375,null
1991-07-16,0.110313,0.075,0.07875,null
1991-07-17,0.110313,0.075,0.079375,null
1991-07-18,0.110313,0.075,0.079375,null
1991-07-19,0.110313,0.0753125,0.079375,null
1991-07-22,0.110625,0.075313,0.08,null
1991-07-23,0.110625,0.075313,0.08,null
1991-07-24,0.110625,0.073438,0.08,null
1991-07-25,0.110938,0.074063,0.079375,null
1991-07-26,0.110938,0.074063,0.079375,null
1991-07-29,0.110938,0.074063,0.0795313,null
1991-07-30,0.110938,0.074063,0.079375,null
1991-07-31,0.110938,0.074063,0.079375,null
1991-08-01,0.110313,0.074063,0.079375,null
1991-08-02,0.109375,0.074063,0.079375,null
1991-08-05,0.109375,0.073438,0.07875,null
1991-08-06,0.109375,0.074063,0.0795313,null
1991-08-07,0.109375,0.074063,0.079375,null
1991-08-08,0.109375,0.074063,0.0789063,null
1991-08-09,0.109375,0.074063,0.07875,null
1991-08-12,0.109375,0.074063,0.079375,null
1991-08-13,0.109375,0.074063,0.0804688,null
1991-08-14,0.109375,0.074063,0.08,null
1991-08-15,0.10875,0.073125,0.0795313,null
1991-08-16,0.10875,0.072188,0.0807813,null
1991-08-19,0.109375,0.072188,0.08125,null
1991-08-20,0.1075,0.072188,0.079375,null
1991-08-21,0.1075,0.071875,0.079375,null
1991-08-22,0.1075,0.071875,0.080625,null
1991-08-23,0.108125,0.071875,0.080625,null
1991-08-26,0.108125,0.071875,0.080625,null
1991-08-27,0.108125,0.072813,0.08125,null
1991-08-28,0.108125,0.072813,0.0807813,null
1991-08-29,0.108125,0.072813,0.080625,null
1991-08-30,0.108125,0.071875,0.080625,null
1991-09-02,0.107813,0.071875,0.080625,null
1991-09-03,0.10625,0.071875,0.08125,null
1991-09-04,0.104688,0.069688,0.0809375,null
1991-09-05,0.1025,0.070313,0.080625,null
1991-09-06,0.102188,0.067813,0.08125,null
1991-09-09,0.100938,0.067813,0.08125,null
1991-09-10,0.101875,0.067813,0.08125,null
1991-09-11,0.10125,0.067813,0.0807813,null
1991-09-12,0.101563,0.067813,0.08125,null
1991-09-13,0.100625,0.067813,0.08125,null
1991-09-16,0.101875,0.067813,0.08125,null
1991-09-17,0.102188,0.065625,0.0825,null
1991-09-18,0.102188,0.065625,0.0820313,null
1991-09-19,0.1025,0.065938,0.081875,null
1991-09-20,0.1025,0.065313,0.08125,null
1991-09-23,0.102813,0.065,0.0817188,null
1991-09-24,0.103125,0.065,0.081875,null
1991-09-25,0.102813,0.065313,0.0814063,null
1991-09-26,0.102188,0.065313,0.0814063,null
1991-09-27,0.1025,0.065,0.081875,null
1991-09-30,0.103125,0.065,0.0825,null
1991-10-01,0.102969,0.065,0.083125,null
1991-10-02,0.103125,0.065313,0.0826563,null
1991-10-03,0.103281,0.065313,0.083125,null
1991-10-04,0.102813,0.065625,0.0825,null
1991-10-07,0.102813,0.065313,0.0825,null
1991-10-08,0.102188,0.065,0.0825,null
1991-10-09,0.103438,0.065313,0.083125,null
1991-10-10,0.10375,0.065313,0.083125,null
1991-10-11,0.103438,0.065313,0.08375,null
1991-10-14,0.103438,0.065313,0.0835938,null
1991-10-15,0.10375,0.065625,0.08375,null
1991-10-16,0.104375,0.065625,0.084375,null
1991-10-17,0.104375,0.064063,0.0840625,null
1991-10-18,0.106251,0.062813,0.08375,null
1991-10-21,0.104063,0.063438,0.08375,null
1991-10-22,0.104375,0.0625,0.084375,null
1991-10-23,0.105,0.062813,0.085,null
1991-10-24,0.105,0.062813,0.085,null
1991-10-25,0.105,0.062813,0.085,null
1991-10-28,0.105938,0.062813,0.085,null
1991-10-29,0.104688,0.062813,0.085,null
1991-10-30,0.104375,0.062813,0.084375,null
1991-10-31,0.104375,0.062188,0.08375,null
1991-11-01,0.104375,0.062188,0.08375,null
1991-11-04,0.104375,0.061563,0.08375,null
1991-11-05,0.104063,0.062188,0.08375,null
1991-11-06,0.10375,0.062188,0.08375,null
1991-11-07,0.103125,0.062188,0.0825,null
1991-11-08,0.103125,0.062188,0.08125,null
1991-11-11,0.102813,0.062188,0.08,null
1991-11-12,0.103125,0.061563,0.08125,null
1991-11-13,0.10375,0.06125,0.081875,null
1991-11-14,0.10375,0.061875,0.080625,null
1991-11-15,0.104375,0.062188,0.08,null
1991-11-18,0.105625,0.0625,0.08,null
1991-11-19,0.105313,0.0625,0.080625,null
1991-11-20,0.105313,0.062188,0.080625,null
1991-11-21,0.105625,0.061875,0.080625,null
1991-11-22,0.106875,0.061875,0.0821875,null
1991-11-25,0.10625,0.061875,0.0828125,null
1991-11-26,0.105625,0.061872,0.083125,null
1991-11-27,0.105938,0.061563,0.0820313,null
1991-11-28,0.106563,0.061563,0.081875,null
1991-11-29,0.10625,0.060938,0.08125,null
1991-12-02,0.106875,0.060938,0.0821875,null
1991-12-03,0.107188,0.060938,0.0825,null
1991-12-04,0.106875,0.060625,0.083125,null
1991-12-05,0.106875,0.060625,0.083125,null
1991-12-06,0.106875,0.060625,0.0814063,null
1991-12-09,0.10625,0.060625,0.0807813,null
1991-12-10,0.106563,0.060625,0.08125,null
1991-12-11,0.105938,0.060313,0.08125,null
1991-12-12,0.105938,0.060313,0.081875,null
1991-12-13,0.105313,0.060313,0.081875,null
1991-12-16,0.10625,0.060313,0.081875,null
1991-12-17,0.1075,0.060313,0.0825,null
1991-12-18,0.107813,0.060625,0.0829688,null
1991-12-19,0.109063,0.060625,0.083125,null
1991-12-20,0.109688,0.060625,0.085625,null
1991-12-23,0.110625,0.06,0.085,null
1991-12-24,0.109375,0.06,0.0842188,null
1991-12-25,0.109375,0.06,0.0842188,null
1991-12-26,0.109375,0.06,0.0842188,null
1991-12-27,0.109688,0.06,0.083125,null
1991-12-30,0.109688,0.05625,0.0814063,null
1991-12-31,0.109375,0.05625,0.081875,null
1992-01-01,0.109375,0.05625,0.081875,null
1992-01-02,0.108438,0.055,0.081875,null
1992-01-03,0.106563,0.055,0.081875,null
1992-01-06,0.106563,0.052497,0.081875,null
1992-01-07,0.106563,0.051875,0.081875,null
1992-01-08,0.106875,0.052813,0.0810938,null
1992-01-09,0.105938,0.052813,0.079375,null
1992-01-10,0.105625,0.052813,0.07875,null
1992-01-13,0.10625,0.0525,0.079375,null
1992-01-14,0.10625,0.0525,0.079375,null
1992-01-15,0.10625,0.052188,0.0775,null
1992-01-16,0.10625,0.052813,0.0776563,null
1992-01-17,0.106563,0.052813,0.0775,null
1992-01-20,0.106094,0.051563,0.0775,null
1992-01-21,0.106094,0.051563,0.0775,null
1992-01-22,0.105625,0.050625,0.0775,null
1992-01-23,0.105938,0.050313,0.075625,null
1992-01-24,0.10625,0.050313,0.0760938,null
1992-01-27,0.10625,0.050313,0.075,null
1992-01-28,0.105938,0.051563,0.075,null
1992-01-29,0.105938,0.051563,0.075,null
1992-01-30,0.105625,0.051563,0.0754688,null
1992-01-31,0.106719,0.051563,0.075,null
1992-02-03,0.105938,0.052188,0.075,null
1992-02-04,0.105625,0.051875,0.075625,null
1992-02-05,0.105625,0.051875,0.07625,null
1992-02-06,0.105625,0.052188,0.075,null
1992-02-07,0.105313,0.0525,0.075,null
1992-02-10,0.104063,0.0525,0.074375,null
1992-02-11,0.103125,0.0525,0.073125,null
1992-02-12,0.104063,0.052813,0.0735938,null
1992-02-13,0.104063,0.0525,0.07375,null
1992-02-14,0.103594,0.0525,0.074375,null
1992-02-17,0.103438,0.052188,0.075625,null
1992-02-18,0.102813,0.052188,0.074375,null
1992-02-19,0.101875,0.051875,0.075,null
1992-02-20,0.101875,0.051563,0.075625,null
1992-02-21,0.1025,0.051563,0.07625,null
1992-02-24,0.102813,0.051563,0.0764063,null
1992-02-25,0.102188,0.051563,0.076875,null
1992-02-26,0.102188,0.052188,0.0767188,null
1992-02-27,0.1025,0.051563,0.076875,null
1992-02-28,0.103281,0.051563,0.076875,null
1992-03-02,0.103438,0.051875,0.0785938,null
1992-03-03,0.10375,0.051563,0.078125,null
1992-03-04,0.103438,0.05125,0.0796875,null
1992-03-05,0.104375,0.049688,0.0809375,null
1992-03-06,0.104375,0.049688,0.080625,null
1992-03-09,0.10375,0.049063,0.0835938,null
1992-03-10,0.104063,0.049063,0.08375,null
1992-03-11,0.105625,0.049063,0.0832813,null
1992-03-12,0.10625,0.049688,0.08625,null
1992-03-13,0.1075,0.049688,0.0854688,null
1992-03-16,0.1075,0.049688,0.0846875,null
1992-03-17,0.106563,0.049688,0.0845313,null
1992-03-18,0.107188,0.049063,0.0845313,null
1992-03-19,0.1075,0.048438,0.085625,null
1992-03-20,0.108125,0.048125,0.0854688,null
1992-03-23,0.108125,0.048125,0.086875,null
1992-03-24,0.107813,0.050313,0.088125,null
1992-03-25,0.107813,0.050313,0.088125,null
1992-03-26,0.107969,0.050625,0.0873438,null
1992-03-27,0.107813,0.050625,0.0889063,null
1992-03-30,0.107813,0.050625,0.0890625,null
1992-03-31,0.107188,0.050625,0.089375,null
1992-04-01,0.11125,0.047813,0.08875,null
1992-04-02,0.110313,0.0475,0.089375,null
1992-04-03,0.110625,0.0475,0.0898438,null
1992-04-06,0.109688,0.0475,0.0896875,null
1992-04-07,0.109063,0.047188,0.088125,null
1992-04-08,0.1075,0.047188,0.08625,null
1992-04-09,0.107813,0.04625,0.085625,null
1992-04-10,0.103125,0.046563,0.084375,null
1992-04-13,0.103125,0.046563,0.0846875,null
1992-04-14,0.104375,0.046563,0.0864063,null
1992-04-15,0.103438,0.046875,0.0857813,null
1992-04-16,0.10375,0.046875,0.08625,null
1992-04-17,0.10375,0.046875,0.08625,null
1992-04-20,0.10375,0.046875,0.08625,null
1992-04-21,0.104688,0.046875,0.086875,null
1992-04-22,0.104375,0.0475,0.0875,null
1992-04-23,0.105,0.0475,0.088125,null
1992-04-24,0.104688,0.0475,0.089375,null
1992-04-27,0.105,0.047188,0.089375,null
1992-04-28,0.104375,0.047188,0.08875,null
1992-04-29,0.105,0.047188,0.0879688,null
1992-04-30,0.105313,0.046875,0.08875,null
1992-05-01,0.103125,0.046875,0.0889063,null
1992-05-04,0.103125,0.046875,0.0889063,null
1992-05-05,0.10125,0.046875,0.08875,null
1992-05-06,0.10125,0.046875,0.08875,null
1992-05-07,0.100625,0.046875,0.088125,null
1992-05-08,0.100938,0.046875,0.088125,null
1992-05-11,0.100625,0.046875,0.08875,null
1992-05-12,0.100938,0.046872,0.0903125,null
1992-05-13,0.100938,0.046875,0.0915625,null
1992-05-14,0.100625,0.047188,0.0909375,null
1992-05-15,0.1,0.047188,0.09125,null
1992-05-18,0.099375,0.047188,0.0915625,null
1992-05-19,0.099531,0.047188,0.091875,null
