nullme,UK STERLING 3M DEPOSIT (FT/RFV) - MIDDLE RATE,JAPANESE YEN 3M DEPOSIT (FT/RFV) - MIDDLE RATE,SWISS 3 MONTH LIBOR (SNB) - MIDDLE RATE,EURONIA OVERNIGHT AVG. (LDN:WMBA) - MIDDLE RATE
2007-12-17,0.064,0.0102,0.0278167,0.038862
2007-12-18,0.06225,0.00955,0.0278,0.038186
2007-12-19,0.06125,0.00905,0.02775,0.038144
2007-12-20,0.06075,0.00905,0.0277167,0.038778
2007-12-21,0.0605,0.00905,0.0276833,0.037917
2007-12-24,0.0605,0.00905,0.0278667,0.037318
2007-12-25,0.0605,0.00905,0.0278667,0.037318
2007-12-26,0.0605,0.00905,0.0278667,0.037318
2007-12-27,0.06,0.0088,0.0279,0.037566
2007-12-28,0.05925,0.00865,0.0276,0.034359
2007-12-31,0.05875,0.00865,0.0275667,0.039206
2008-01-01,0.05875,0.00865,0.0275667,0.039206
2008-01-02,0.05855,0.00855,0.0276,0.0358
2008-01-03,0.0576,0.00855,0.02755,0.037842
2008-01-04,0.0573,0.00885,0.0276167,0.040755
2008-01-07,0.0573,0.00895,0.02765,0.040919
2008-01-08,0.057,0.00895,0.02755,0.040994
2008-01-09,0.056,0.00865,0.0275,0.041324
2008-01-10,0.0565,0.00865,0.02745,0.040247
2008-01-11,0.0564,0.00865,0.0273833,0.038411
2008-01-14,0.0566,0.00865,0.0271,0.038238
2008-01-15,0.0565,0.00865,0.02685,0.040297
2008-01-16,0.056,0.00865,0.0264833,0.039911
2008-01-17,0.0558,0.00865,0.0266667,0.039643
2008-01-18,0.0557,0.00865,0.0267667,0.039424
2008-01-21,0.0555,0.00865,0.0266833,0.039604
2008-01-22,0.05375,0.00865,0.02655,0.039586
2008-01-23,0.0548,0.00865,0.0264333,0.039573
2008-01-24,0.0548,0.00865,0.0265,0.039736
2008-01-25,0.0555,0.00865,0.0266333,0.039866
2008-01-28,0.0556,0.00865,0.02655,0.040046
2008-01-29,0.0556,0.00845,0.0265833,0.040287
2008-01-30,0.0556,0.00845,0.0265667,0.041018
2008-01-31,0.0551,0.00835,0.0265333,0.04164
2008-02-01,0.0553,0.00835,0.0265667,0.040911
2008-02-04,0.0553,0.00835,0.0266667,0.040494
2008-02-05,0.0555,0.00835,0.0267,0.039992
2008-02-06,0.0559,0.00835,0.0266667,0.039995
2008-02-07,0.0559,0.0087,0.02685,0.039894
2008-02-08,0.0559,0.0087,0.0271833,0.03976
2008-02-11,0.056,0.0087,0.0272667,0.039594
2008-02-12,0.0562,0.0087,0.0273917,0.041016
2008-02-13,0.0562,0.0088,0.0275,0.039943
2008-02-14,0.05625,0.0088,0.02755,0.039913
2008-02-15,0.05625,0.0088,0.02765,0.039932
2008-02-18,0.05625,0.0088,0.0276667,0.039965
2008-02-19,0.05625,0.0088,0.0277333,0.03992
2008-02-20,0.05625,0.0087,0.0278,0.039888
2008-02-21,0.0565,0.0087,0.027875,0.039899
2008-02-22,0.0565,0.0087,0.0278333,0.039851
2008-02-25,0.0566,0.0087,0.0278833,0.039883
2008-02-26,0.05665,0.0087,0.0278833,0.039832
2008-02-27,0.05705,0.0089,0.0278667,0.039821
2008-02-28,0.05705,0.0093,0.02785,0.03983
2008-02-29,0.0573,0.0096,0.0279667,0.040189
2008-03-03,0.0574,0.0097,0.0280833,0.039896
2008-03-04,0.0574,0.0097,0.0280833,0.039824
2008-03-05,0.0574,0.0097,0.02805,0.03988
2008-03-06,0.0574,0.0097,0.0280333,0.039929
2008-03-07,0.0573,0.01,0.02815,0.040311
2008-03-10,0.0576,0.01,0.0282167,0.041022
2008-03-11,0.0577,0.0098,0.0282167,0.041666
2008-03-12,0.058,0.0098,0.0282167,0.040181
2008-03-13,0.0585,0.0097,0.0282167,0.04008
2008-03-14,0.05925,0.0097,0.0280667,0.040092
2008-03-17,0.05975,0.0097,0.0281333,0.040228
2008-03-18,0.06,0.0099,0.0281833,0.04068
2008-03-19,0.06,0.0099,0.0282833,0.041534
2008-03-20,0.06,0.0099,0.0283667,0.040986
2008-03-21,0.06,0.0099,0.0283667,0.040986
2008-03-24,0.06,0.0099,0.0283667,0.040986
2008-03-25,0.06,0.0099,0.0283833,0.041556
2008-03-26,0.0601,0.0097,0.0284667,0.041256
2008-03-27,0.05985,0.0096,0.0286667,0.040644
2008-03-28,0.05985,0.0092,0.02885,0.039838
2008-03-31,0.05985,0.0092,0.02885,0.040504
2008-04-01,0.05985,0.0092,0.029,0.039741
2008-04-02,0.05985,0.0092,0.029,0.03975
2008-04-03,0.05985,0.0092,0.0289833,0.039645
2008-04-04,0.0594,0.0092,0.0289667,0.038411
2008-04-07,0.05925,0.0092,0.0288833,0.038245
2008-04-08,0.05875,0.0092,0.02865,0.038326
2008-04-09,0.05875,0.0094,0.02845,0.039772
2008-04-10,0.05855,0.0094,0.0282333,0.039327
2008-04-11,0.0589,0.0094,0.0281333,0.039376
2008-04-14,0.0589,0.0094,0.02805,0.039415
2008-04-15,0.059,0.0094,0.0281083,0.037596
2008-04-16,0.059,0.0093,0.0281167,0.039748
2008-04-17,0.05875,0.0093,0.0283,0.039324
2008-04-18,0.05875,0.0093,0.0284833,0.038623
2008-04-21,0.0586,0.0093,0.0285333,0.037872
2008-04-22,0.0586,0.0093,0.0286167,0.038522
2008-04-23,0.0586,0.0093,0.0286333,0.039194
2008-04-24,0.0586,0.0093,0.0284167,0.039895
2008-04-25,0.0586,0.0093,0.0284167,0.040275
2008-04-28,0.0586,0.0093,0.0283333,0.040447
2008-04-29,0.05815,0.0094,0.0281833,0.040582
2008-04-30,0.058,0.0096,0.0280833,0.041569
2008-05-01,0.058,0.0096,0.02805,0.041569
2008-05-02,0.058,0.0096,0.02805,0.040536
2008-05-05,0.058,0.0096,0.02805,0.040536
2008-05-06,0.0578,0.0096,0.028,0.040274
2008-05-07,0.0576,0.0096,0.028,0.040212
2008-05-08,0.0575,0.0096,0.0278833,0.039518
2008-05-09,0.0572,0.0096,0.02775,0.037429
2008-05-12,0.0572,0.0096,0.0277,0.036295
2008-05-13,0.0575,0.0096,0.0277,0.039679
2008-05-14,0.0577,0.0096,0.0277833,0.039799
2008-05-15,0.0585,0.0096,0.0278167,0.039686
2008-05-16,0.0581,0.0096,0.0277833,0.039553
2008-05-19,0.0581,0.0096,0.0277667,0.039528
2008-05-20,0.0583,0.0096,0.027725,0.039213
2008-05-21,0.0583,0.0096,0.0277833,0.039386
2008-05-22,0.0583,0.0096,0.0277833,0.039619
2008-05-23,0.0583,0.0096,0.02775,0.039906
2008-05-26,0.0583,0.0096,0.02775,0.039906
2008-05-27,0.0583,0.0095,0.0277417,0.040248
2008-05-28,0.0583,0.0095,0.0276917,0.040518
2008-05-29,0.0583,0.0095,0.0277667,0.040863
2008-05-30,0.0583,0.0096,0.027775,0.040741
2008-06-02,0.0585,0.0097,0.02775,0.040185
2008-06-03,0.0584,0.0097,0.02775,0.040112
2008-06-04,0.0584,0.0097,0.02775,0.03982
2008-06-05,0.0584,0.0097,0.0277167,0.039493
2008-06-06,0.0585,0.0097,0.0282667,0.039283
2008-06-09,0.0585,0.0096,0.0285333,0.039441
2008-06-10,0.0595,0.0096,0.0287667,0.041313
2008-06-11,0.0595,0.0096,0.0288333,0.040119
2008-06-12,0.0593,0.0094,0.0289417,0.040058
2008-06-13,0.0595,0.0094,0.0290583,0.039954
2008-06-16,0.0595,0.0094,0.0291583,0.040065
2008-06-17,0.0593,0.0094,0.0291917,0.039959
2008-06-18,0.0593,0.0094,0.0292083,0.039856
2008-06-19,0.0595,0.0094,0.0285667,0.039758
2008-06-20,0.0595,0.0094,0.0282,0.039677
2008-06-23,0.0595,0.0094,0.0281167,0.039699
2008-06-24,0.0595,0.0094,0.0281,0.03957
2008-06-25,0.0595,0.0094,0.0280667,0.03926
2008-06-26,0.059,0.0095,0.02795,0.038527
2008-06-27,0.059,0.0095,0.0278833,0.037012
2008-06-30,0.059,0.0098,0.0279,0.041534
2008-07-01,0.059,0.0098,0.0279,0.038857
2008-07-02,0.059,0.0098,0.0278833,0.038818
2008-07-03,0.0588,0.0098,0.0279833,0.03885
2008-07-04,0.0585,0.0098,0.028,0.039013
2008-07-07,0.0585,0.0098,0.0280333,0.038662
2008-07-08,0.0583,0.0096,0.02805,0.037182
2008-07-09,0.0583,0.0096,0.0280167,0.04255
2008-07-10,0.05815,0.0096,0.028,0.042511
2008-07-11,0.058,0.0096,0.028,0.04242
2008-07-14,0.058,0.0096,0.0280167,0.042359
2008-07-15,0.0578,0.0095,0.0280167,0.042366
2008-07-16,0.0578,0.0093,0.028,0.042517
2008-07-17,0.0578,0.0093,0.02795,0.042352
2008-07-18,0.0578,0.0093,0.0278667,0.042443
2008-07-21,0.0578,0.0093,0.0278333,0.042493
2008-07-22,0.0577,0.0093,0.0277833,0.042576
2008-07-23,0.0577,0.0089,0.0277667,0.04259
2008-07-24,0.0575,0.0089,0.0276833,0.042565
2008-07-25,0.0575,0.0089,0.0276417,0.042579
2008-07-28,0.0575,0.0089,0.0276417,0.042526
2008-07-29,0.0576,0.0089,0.0276083,0.042537
2008-07-30,0.0576,0.0089,0.0275833,0.042615
2008-07-31,0.0579,0.0089,0.0275583,0.0435
2008-08-01,0.0579,0.0088,0.02755,0.042609
2008-08-04,0.0579,0.0088,0.0275333,0.042663
2008-08-05,0.0579,0.0088,0.0275208,0.042802
2008-08-06,0.0579,0.0088,0.0275167,0.042751
2008-08-07,0.0579,0.0088,0.0275,0.042729
2008-08-08,0.0579,0.0088,0.0274833,0.042652
2008-08-11,0.0579,0.0088,0.0274667,0.042607
2008-08-12,0.0579,0.0088,0.0274833,0.043095
2008-08-13,0.0579,0.0085,0.0274583,0.042608
2008-08-14,0.0578,0.0085,0.0274667,0.042585
2008-08-15,0.0578,0.0085,0.0274667,0.042445
2008-08-18,0.0575,0.0085,0.0274833,0.042568
2008-08-19,0.0575,0.0085,0.0274167,0.042107
2008-08-20,0.0575,0.0085,0.0274833,0.042212
2008-08-21,0.0575,0.0085,0.0274833,0.042262
2008-08-22,0.0575,0.0085,0.0274833,0.042307
2008-08-25,0.0575,0.0085,0.0274833,0.042307
2008-08-26,0.0575,0.0085,0.0274583,0.042516
2008-08-27,0.0575,0.0085,0.027425,0.042535
2008-08-28,0.0575,0.0085,0.0274833,0.04266
2008-08-29,0.0575,0.0091,0.02745,0.043191
2008-09-01,0.0575,0.0091,0.0274167,0.042679
2008-09-02,0.0574,0.0091,0.0274333,0.042734
2008-09-03,0.0574,0.0091,0.0273333,0.042789
2008-09-04,0.0574,0.0091,0.027375,0.04279
2008-09-05,0.0574,0.0091,0.0273,0.042749
2008-09-08,0.0574,0.0089,0.027325,0.04265
2008-09-09,0.0572,0.0092,0.0273167,0.037096
2008-09-10,0.0572,0.0091,0.0273167,0.042686
2008-09-11,0.0568,0.0091,0.0272833,0.042708
2008-09-12,0.0568,0.0091,0.0273,0.042647
2008-09-15,0.0575,0.009,0.0271833,0.04361
2008-09-16,0.058,0.009,0.027325,0.041172
2008-09-17,0.059,0.009,0.0275833,0.042739
2008-09-18,0.06,0.009,0.0278,0.041905
2008-09-19,0.06,0.009,0.0279333,0.042494
2008-09-22,0.06,0.009,0.028,0.042879
2008-09-23,0.06175,0.009,0.0280833,0.042926
2008-09-24,0.06275,0.0091,0.0281667,0.041431
2008-09-25,0.06275,0.0095,0.0285,0.041783
2008-09-26,0.06275,0.0095,0.02855,0.037914
2008-09-29,0.06275,0.0097,0.0293,0.036759
2008-09-30,0.06275,0.01099999,0.02955,0.03775
2008-10-01,0.06225,0.01099999,0.029775,0.038246
2008-10-02,0.06275,0.01299999,0.02995,0.037449
2008-10-03,0.06275,0.01299999,0.0302167,0.038246
2008-10-06,0.06275,0.01599999,0.0304167,0.039645
2008-10-07,0.06325,0.01599999,0.03055,0.04213
2008-10-08,0.06325,0.01599999,0.0308667,0.040877
2008-10-09,0.06275,0.01599999,0.031,0.036482
2008-10-10,0.0635,0.01599999,0.0312667,0.036109
2008-10-13,0.0635,0.01599999,0.0312,0.034278
2008-10-14,0.063,0.01599999,0.031,0.035175
2008-10-15,0.063,0.01599999,0.0309833,0.0344
2008-10-16,0.063,0.01474999,0.0309333,0.034325
2008-10-17,0.0625,0.0125,0.0309,0.034141
2008-10-20,0.062,0.0125,0.0309167,0.034004
2008-10-21,0.0615,0.015,0.030725,0.034067
2008-10-22,0.061,0.015,0.0298333,0.033651
2008-10-23,0.06,0.015,0.0294333,0.033648
2008-10-24,0.06,0.015,0.0292,0.03385
2008-10-27,0.06,0.015,0.0288667,0.033545
2008-10-28,0.06,0.015,0.0286833,0.03389
2008-10-29,0.0595,0.015,0.0280667,0.03347
2008-10-30,0.05875,0.015,0.0276667,0.03314
2008-10-31,0.05825,0.015,0.0271833,0.033122
2008-11-03,0.05725,0.015,0.0268333,0.033096
2008-11-04,0.05675,0.015,0.0264167,0.033261
2008-11-05,0.05625,0.015,0.0260167,0.033183
2008-11-06,0.0425,0.015,0.0255833,0.033191
2008-11-07,0.0425,0.015,0.02305,0.033259
2008-11-10,0.0425,0.015,0.0227333,0.033726
2008-11-11,0.042,0.01549999,0.0221833,0.035419
2008-11-12,0.042,0.01549999,0.0217833,0.030025
2008-11-13,0.0415,0.01549999,0.02125,0.029422
2008-11-14,0.0415,0.01549999,0.0207667,0.028671
2008-11-17,0.041,0.01549999,0.0202,0.028591
2008-11-18,0.041,0.01549999,0.0199833,0.028706
2008-11-19,0.0405,0.0145,0.0196833,0.028377
2008-11-20,0.04,0.0145,0.0193667,0.027886
2008-11-21,0.04,0.0145,0.01325,0.028148
2008-11-24,0.04,0.0145,0.0131083,0.028024
2008-11-25,0.0395,0.0145,0.0129833,0.028216
2008-11-26,0.0395,0.0145,0.0128458,0.028234
2008-11-27,0.0395,0.0145,0.0127333,0.028093
2008-11-28,0.039,0.0145,0.01255,0.028416
2008-12-01,0.039,0.01549999,0.0124,0.027997
2008-12-02,0.038,0.01549999,0.0122667,0.027863
2008-12-03,0.037,0.01549999,0.0120833,0.02785
2008-12-04,0.0325,0.01549999,0.0118167,0.027661
2008-12-05,0.0325,0.01549999,0.0116667,0.027523
2008-12-08,0.0325,0.01549999,0.0115833,0.027638
2008-12-09,0.0325,0.01549999,0.0115,0.028016
2008-12-10,0.0325,0.01549999,0.0113667,0.021746
2008-12-11,0.0325,0.01549999,0.0086333,0.021667
2008-12-12,0.0325,0.01549999,0.0083667,0.021211
2008-12-15,0.0325,0.0125,0.0081667,0.020849
2008-12-16,0.0325,0.0145,0.0079333,0.020511
2008-12-17,0.0315,0.0145,0.0076833,0.020224
2008-12-18,0.0315,0.0145,0.0074667,0.02058
2008-12-19,0.03,0.012,0.0073833,0.02043
2008-12-22,0.03,0.0115,0.0071917,0.020688
2008-12-23,0.03,0.0115,0.0071,0.020765
2008-12-24,0.03,0.0115,0.007,0.020706
2008-12-25,0.03,0.0115,0.007,0.020706
2008-12-26,0.03,0.0115,0.007,0.020706
2008-12-29,0.03,0.01049999,0.0068667,0.020705
2008-12-30,0.03,0.0095,0.0066667,0.020559
2008-12-31,0.0277,0.0095,0.0066167,0.021464
2009-01-01,0.0277,0.0095,0.0066167,0.021464
2009-01-02,0.0277,0.0095,0.0064833,0.020696
2009-01-05,0.0265,0.0085,0.0063,0.020114
2009-01-06,0.0261,0.0085,0.0061667,0.020177
2009-01-07,0.0257,0.0085,0.0060833,0.020254
2009-01-08,0.0251,0.00825,0.0061,0.019926
2009-01-09,0.0238,0.00825,0.0059833,0.019435
2009-01-12,0.0238,0.00825,0.0058667,0.019513
2009-01-13,0.0232,0.00825,0.0057333,0.019466
2009-01-14,0.0227,0.00825,0.0056167,0.019671
2009-01-15,0.0227,0.007,0.0055667,0.019746
2009-01-16,0.0225,0.007,0.0055833,0.019699
2009-01-19,0.0225,0.007,0.005525,0.020028
2009-01-20,0.0225,0.007,0.0054667,0.020117
2009-01-21,0.0223,0.007,0.0054167,0.013592
2009-01-22,0.0223,0.007,0.0054167,0.010661
2009-01-23,0.0218,0.007,0.0054,0.01062
2009-01-26,0.0217,0.007,0.0054,0.010437
2009-01-27,0.0217,0.007,0.005425,0.010506
2009-01-28,0.0217,0.007,0.0053167,0.010627
2009-01-29,0.0217,0.007,0.0052833,0.010788
2009-01-30,0.0217,0.007,0.0052667,0.011871
2009-02-02,0.0217,0.007,0.0052833,0.011014
2009-02-03,0.0217,0.007,0.0052333,0.010826
2009-02-04,0.0216,0.007,0.0052167,0.010759
2009-02-05,0.0216,0.0065,0.0051667,0.010762
2009-02-06,0.0216,0.0065,0.0051,0.010477
2009-02-09,0.0216,0.006,0.0050833,0.010479
2009-02-10,0.0209,0.006,0.00505,0.010935
2009-02-11,0.0209,0.006,0.0050333,0.010571
2009-02-12,0.0207,0.006,0.0049667,0.010814
2009-02-13,0.0207,0.006,0.0049833,0.010909
2009-02-16,0.0206,0.006,0.0049833,0.010814
2009-02-17,0.0206,0.006,0.0049833,0.010956
2009-02-18,0.0206,0.006,0.0049833,0.01091
2009-02-19,0.0206,0.006,0.00505,0.011116
2009-02-20,0.0207,0.006,0.00505,0.011355
2009-02-23,0.0207,0.006,0.0050833,0.011021
2009-02-24,0.0207,0.006,0.0050333,0.008721
2009-02-25,0.0206,0.006,0.005,0.011277
2009-02-26,0.0206,0.006,0.005,0.011059
2009-02-27,0.0206,0.0075,0.00495,0.011951
2009-03-02,0.0206,0.0075,0.0049,0.01094
2009-03-03,0.0206,0.0075,0.0048917,0.011045
2009-03-04,0.0199,0.0075,0.0048667,0.010967
2009-03-05,0.0194,0.0075,0.00485,0.010847
2009-03-06,0.0195,0.0075,0.0048,0.010857
2009-03-09,0.0195,0.0075,0.0047667,0.010864
2009-03-10,0.0193,0.0075,0.0046833,0.011323
2009-03-11,0.0188,0.0075,0.0045833,0.007181
2009-03-12,0.0187,0.0075,0.0045333,0.007305
2009-03-13,0.0187,0.0075,0.00415,0.007218
2009-03-16,0.0187,0.0075,0.00405,0.007292
2009-03-17,0.0182,0.0075,0.0040667,0.007582
2009-03-18,0.0182,0.0075,0.00405,0.007309
2009-03-19,0.0175,0.0075,0.0041,0.007415
2009-03-20,0.0175,0.0075,0.0041,0.007568
2009-03-23,0.0173,0.0075,0.0041,0.007338
2009-03-24,0.0173,0.0075,0.0041,0.007961
2009-03-25,0.0171,0.0075,0.0040833,0.00794
2009-03-26,0.017,0.0075,0.00405,0.007792
2009-03-27,0.0147,0.0096,0.0040417,0.008008
2009-03-30,0.0147,0.009,0.0040333,0.008449
2009-03-31,0.0162,0.0066,0.0040333,0.011829
2009-04-01,0.016,0.0066,0.0039833,0.008034
2009-04-02,0.0163,0.0067,0.0039833,0.00776
2009-04-03,0.0154,0.0089,0.0040333,0.006705
2009-04-06,0.0154,0.0089,0.00405,0.006322
2009-04-07,0.0157,0.00565,0.0040167,0.007871
2009-04-08,0.01305,0.0085,0.004,0.007474
2009-04-09,0.0138,0.008,0.0040333,0.008184
2009-04-10,0.0124,0.00665,0.0040333,0.008184
2009-04-13,0.00975,0.006,0.0040333,0.008184
2009-04-14,0.0151,0.00555,0.004,0.007499
2009-04-15,0.0141,0.0065,0.0039833,0.007457
2009-04-16,0.0135,0.007,0.0039667,0.007779
2009-04-17,0.0134,0.0065,0.0039667,0.008042
2009-04-20,0.01195,0.0065,0.0039667,0.00797
2009-04-21,0.0138,0.006,0.0039667,0.008129
2009-04-22,0.013,0.0055,0.004,0.007708
2009-04-23,0.0145,0.00515,0.0040167,0.006866
2009-04-24,0.01195,0.00605,0.0040167,0.00503
2009-04-27,0.0132,0.006,0.0040333,0.004056
2009-04-28,0.0133,0.006,0.0040167,0.003541
2009-04-29,0.01215,0.006,0.0040333,0.0032
2009-04-30,0.0131,0.007,0.0040333,0.003931
2009-05-01,0.0142,0.007,0.0040333,0.003931
2009-05-04,0.01215,0.007,0.0040333,0.003931
2009-05-05,0.01255,0.007,0.00405,0.003499
2009-05-06,0.0123,0.00665,0.00405,0.00319
2009-05-07,0.0139,0.00515,0.0040333,0.00307
2009-05-08,0.0122,0.0065,0.00405,0.003282
2009-05-11,0.01145,0.00515,0.0040333,0.002859
2009-05-12,0.0125,0.0057,0.0040333,0.005629
2009-05-13,0.0122,0.0057,0.0040167,0.004922
2009-05-14,0.0122,0.0058,0.0040333,0.004752
2009-05-15,0.0118,0.007,0.0040333,0.005177
2009-05-18,0.01175,0.007,0.0040333,0.005002
2009-05-19,0.0111,0.0065,0.0040333,0.005746
2009-05-20,0.01325,0.00505,0.0040167,0.007756
2009-05-21,0.0127,0.006,0.0040167,0.00862
2009-05-22,0.0112,0.006,0.004,0.008633
2009-05-25,0.0112,0.006,0.004,0.008633
2009-05-26,0.0109,0.005,0.004,0.009566
2009-05-27,0.0111,0.0048,0.0039833,0.008393
2009-05-28,0.0114,0.0049,0.0039833,0.00745
2009-05-29,0.011,0.005,0.0039833,0.007493
2009-06-01,0.0112,0.005,0.0039833,0.006116
2009-06-02,0.0117,0.0048,0.0039333,0.005093
2009-06-03,0.0115,0.0048,0.0039333,0.004862
2009-06-04,0.0083,0.0049,0.0039333,0.004917
2009-06-05,0.0083,0.005,0.0039833,0.004665
2009-06-08,0.0118,0.0049,0.0039833,0.00417
2009-06-09,0.00995,0.005,0.0039667,0.005993
2009-06-10,0.0099,0.005,0.00395,0.007384
2009-06-11,0.0111,0.0047,0.00395,0.007234
2009-06-12,0.0096,0.005,0.00395,0.007562
2009-06-15,0.0105,0.005,0.00395,0.007403
2009-06-16,0.01,0.004,0.00395,0.007734
2009-06-17,0.0101,0.0041,0.00395,0.00766
2009-06-18,0.0082,0.0041,0.00395,0.007293
2009-06-19,0.0091,0.0055,0.0039667,0.006434
2009-06-22,0.0111,0.005,0.00395,0.00616
2009-06-23,0.008,0.004,0.0039333,0.006177
2009-06-24,0.0089,0.004,0.00395,0.012665
2009-06-25,0.0103,0.0041,0.00395,0.002581
2009-06-26,0.01,0.0054,0.00395,0.002185
2009-06-29,0.0105,0.0049,0.00395,0.002224
2009-06-30,0.0105,0.004,0.00395,0.002381
2009-07-01,0.01,0.004,0.00395,0.002229
2009-07-02,0.0106,0.0053,0.00395,0.002229
2009-07-03,0.0099,0.0053,0.0039333,0.002206
2009-07-06,0.0111,0.0055,0.0039,0.002374
2009-07-07,0.0096,0.0041,0.0039,0.003294
2009-07-08,0.0099,0.0041,0.0038667,0.002437
2009-07-09,0.0101,0.0042,0.00385,0.002283
2009-07-10,0.0102,0.005,0.0038,0.002444
2009-07-13,0.0103,0.005,0.0037333,0.002297
2009-07-14,0.00995,0.005,0.0036833,0.00237
2009-07-15,0.0093,0.005,0.0036667,0.002464
2009-07-16,0.0065,0.0048,0.0036667,0.002371
2009-07-17,0.0094,0.005,0.0036667,0.002284
2009-07-20,0.0097,0.0043,0.0036667,0.002354
2009-07-21,0.0092,0.005,0.0036667,0.002402
2009-07-22,0.0093,0.005,0.0036167,0.002308
2009-07-23,0.0091,0.005,0.0036,0.002293
2009-07-24,0.0084,0.005,0.0036,0.002301
2009-07-27,0.0083,0.0043,0.0036,0.002369
2009-07-28,0.01,0.00565,0.0036,0.002385
2009-07-29,0.0081,0.0049,0.0036,0.002412
2009-07-30,0.008,0.0044,0.0036,0.002373
2009-07-31,0.0068,0.0048,0.0036,0.002575
2009-08-03,0.00805,0.0048,0.0035833,0.002419
2009-08-04,0.0082,0.0044,0.0035667,0.002339
2009-08-05,0.0087,0.005,0.0035667,0.002402
2009-08-06,0.0076,0.0045,0.0035667,0.002442
2009-08-07,0.0067,0.0052,0.0035667,0.002354
2009-08-10,0.0065,0.0049,0.00355,0.002301
2009-08-11,0.0074,0.005,0.0035333,0.003159
2009-08-12,0.0064,0.005,0.0035167,0.002321
2009-08-13,0.0063,0.005,0.00355,0.002304
2009-08-14,0.0062,0.005,0.0034833,0.002418
2009-08-17,0.0063,0.005,0.0034833,0.002475
2009-08-18,0.007,0.005,0.00345,0.002545
2009-08-19,0.00655,0.005,0.0034167,0.002386
2009-08-20,0.009,0.00295,0.0033833,0.002458
2009-08-21,0.00745,0.0036,0.0033667,0.002378
2009-08-24,0.00725,0.0036,0.0033167,0.002356
2009-08-25,0.00695,0.0035,0.00325,0.002315
2009-08-26,0.00665,0.0035,0.0031833,0.002419
2009-08-27,0.00695,0.00325,0.0031667,0.002427
2009-08-28,0.00685,0.005,0.0031667,0.002456
2009-08-31,0.00705,0.00325,0.0031667,0.002456
2009-09-01,0.00715,0.00325,0.0031333,0.002459
2009-09-02,0.007,0.00325,0.0030833,0.002526
2009-09-03,0.0069,0.00325,0.0030667,0.002462
2009-09-04,0.0071,0.00345,0.0030667,0.002501
2009-09-07,0.0062,0.00325,0.0030667,0.002599
2009-09-08,0.0061,0.0032,0.0030667,0.004329
2009-09-09,0.0061,0.00315,0.0030667,0.002553
2009-09-10,0.00565,0.0031,0.00305,0.002494
2009-09-11,0.006,0.0031,0.0030667,0.002602
2009-09-14,0.006,0.0031,0.00305,0.002622
2009-09-15,0.00655,0.0032,0.00305,0.002611
2009-09-16,0.0059,0.0032,0.0030333,0.00258
2009-09-17,0.0055,0.00325,0.003,0.002563
2009-09-18,0.0061,0.0037,0.0029667,0.002498
2009-09-21,0.0061,0.00385,0.0029667,0.002581
2009-09-22,0.00605,0.00385,0.0029667,0.002503
2009-09-23,0.0062,0.00385,0.0029667,0.002498
2009-09-24,0.0062,0.0038,0.0029333,0.002455
2009-09-25,0.0064,0.0038,0.0029167,0.002578
2009-09-28,0.00635,0.00385,0.0029,0.00261
2009-09-29,0.0064,0.00405,0.0028833,0.002639
2009-09-30,0.00645,0.0041,0.0028833,0.003869
2009-10-01,0.0064,0.00405,0.0028667,0.002552
2009-10-02,0.0061,0.004,0.0028667,0.002511
2009-10-05,0.0061,0.00395,0.0028667,0.002472
2009-10-06,0.0061,0.00395,0.0028667,0.002334
2009-10-07,0.00615,0.00395,0.0028583,0.002427
2009-10-08,0.00615,0.0039,0.00285,0.002482
2009-10-09,0.0062,0.0038,0.00285,0.002415
2009-10-12,0.0062,0.00395,0.0028167,0.002523
2009-10-13,0.0062,0.00395,0.0027833,0.004834
2009-10-14,0.0062,0.0039,0.0027333,0.002553
2009-10-15,0.0062,0.0039,0.0026867,0.002596
2009-10-16,0.00615,0.0039,0.002685,0.002646
2009-10-19,0.0061,0.0039,0.0026683,0.002655
2009-10-20,0.0062,0.0039,0.0026517,0.002623
2009-10-21,0.0063,0.0039,0.0026517,0.002691
2009-10-22,0.00595,0.0039,0.0026517,0.002571
2009-10-23,0.00675,0.0039,0.0026683,0.002557
2009-10-26,0.00685,0.0039,0.002635,0.00269
2009-10-27,0.0067,0.0039,0.0026183,0.002568
2009-10-28,0.0067,0.00375,0.0026183,0.002625
2009-10-29,0.00695,0.004,0.0026183,0.002644
2009-10-30,0.00695,0.004,0.0026183,0.002974
2009-11-02,0.007,0.004,0.0026,0.002636
2009-11-03,0.00695,0.0031,0.0026,0.002561
2009-11-04,0.00705,0.004,0.0025833,0.002578
2009-11-05,0.00705,0.0041,0.0025833,0.002597
2009-11-06,0.00705,0.0041,0.0025833,0.002664
2009-11-09,0.00705,0.00405,0.0025833,0.002668
2009-11-10,0.00705,0.00395,0.00255,0.005605
2009-11-11,0.00705,0.00415,0.00255,0.002829
2009-11-12,0.00715,0.00425,0.00255,0.002799
2009-11-13,0.00715,0.004,0.00255,0.002831
2009-11-16,0.00715,0.0042,0.00255,0.002904
2009-11-17,0.00715,0.00415,0.00255,0.002957
2009-11-18,0.00705,0.0042,0.0025333,0.002982
2009-11-19,0.00705,0.00425,0.0025167,0.003025
2009-11-20,0.00705,0.00355,0.0025167,0.003004
2009-11-23,0.00705,0.00355,0.0025167,0.003004
2009-11-24,0.00715,0.0026,0.0025167,0.002989
