Name,UK £ TO EURO,JAPANESE YEN TO EURO,SWISS FRANC TO EURO
1991-12-10,1.399266784,0.006028454,0.555709919
1991-12-11,1.40368608,0.006019382,0.555432126
1991-12-12,1.400207231,0.005994126,0.556885894
1991-12-13,1.414487178,0.006035003,0.555524693
1991-12-16,1.411352923,0.006037918,0.554754244
1991-12-17,1.406746757,0.006011422,0.554877372
1991-12-18,1.40740011,0.00599844,0.554446662
1991-12-19,1.406094011,0.005968368,0.552486188
1991-12-20,1.402603232,0.005946364,0.554078014
1991-12-23,1.399717257,0.0058682,0.552913856
1991-12-24,1.400324875,0.005870612,0.552272602
1991-12-25,1.400324875,0.005870612,0.552272602
1991-12-26,1.400324875,0.005870612,0.552272602
1991-12-27,1.398249392,0.00591471,0.551389502
1991-12-30,1.396043612,0.005921715,0.551450314
1991-12-31,1.396414009,0.005968368,0.550176056
1992-01-01,1.396414009,0.005968368,0.550176056
1992-01-02,1.398444929,0.006009254,0.550509221
1992-01-03,1.402721279,0.006057669,0.550994545
1992-01-06,1.399051443,0.006002401,0.551998234
1992-01-07,1.397038279,0.006047777,0.553127938
1992-01-08,1.39495306,0.005959831,0.551450314
1992-01-09,1.393611684,0.00600781,0.550842789
1992-01-10,1.393572842,0.006091618,0.55056984
1992-01-13,1.392059692,0.006103516,0.552059181
1992-01-14,1.39339808,0.006104261,0.552272602
1992-01-15,1.397858481,0.006196171,0.552547243
1992-01-16,1.396199545,0.006187736,0.552577775
1992-01-17,1.399580126,0.006218132,0.553587245
1992-01-20,1.400422928,0.006281802,0.553985929
1992-01-21,1.402760633,0.006302389,0.553036169
1992-01-22,1.403410287,0.006295247,0.553097345
1992-01-23,1.404415482,0.006316321,0.552425146
1992-01-24,1.404632478,0.006344373,0.5513591
1992-01-27,1.405283867,0.006297626,0.551146384
1992-01-28,1.405738223,0.006259781,0.550630472
1992-01-29,1.403626972,0.006210409,0.549299643
1992-01-30,1.407677473,0.006244926,0.549903767
1992-01-31,1.408034243,0.006309944,0.550600154
1992-02-03,1.407974769,0.00625,0.549118665
1992-02-04,1.405283867,0.006191567,0.547945205
1992-02-05,1.404770601,0.006166749,0.549390177
1992-02-06,1.405224625,0.006154604,0.548726953
1992-02-07,1.405481377,0.006151953,0.54884742
1992-02-10,1.404908751,0.006110229,0.54896794
1992-02-11,1.404257709,0.006131208,0.546448087
1992-02-12,1.40481007,0.006156877,0.546896363
1992-02-13,1.405224625,0.006165228,0.545583502
1992-02-14,1.406351081,0.006216586,0.544306553
1992-02-17,1.408272191,0.006248828,0.542505289
1992-02-18,1.409840688,0.006294058,0.540979172
1992-02-19,1.409860565,0.006269592,0.541125541
1992-02-20,1.410457129,0.006279829,0.540044284
1992-02-21,1.409125497,0.006275888,0.540686672
1992-02-24,1.408807867,0.006260565,0.539374326
1992-02-25,1.407994593,0.006229753,0.540511324
1992-02-26,1.409681694,0.006237136,0.538184167
1992-02-27,1.40990032,0.006197707,0.538184167
1992-02-28,1.40962208,0.00619195,0.538242101
1992-03-02,1.406074241,0.006171697,0.539316147
1992-03-03,1.407954945,0.006185822,0.537981493
1992-03-04,1.407162457,0.006167129,0.537085773
1992-03-05,1.403193669,0.006196939,0.535848248
1992-03-06,1.402367196,0.006203859,0.537056928
1992-03-09,1.403095228,0.006176652,0.539956803
1992-03-10,1.404376036,0.006136852,0.540365287
1992-03-11,1.402268871,0.006110975,0.538706028
1992-03-12,1.400560224,0.006087168,0.540511324
1992-03-13,1.398914442,0.006115834,0.541330591
1992-03-16,1.398875304,0.006086057,0.54103771
1992-03-17,1.400109209,0.006069066,0.540774389
1992-03-18,1.398797035,0.006110975,0.540511324
1992-03-19,1.399560538,0.006134593,0.54103771
1992-03-20,1.400226837,0.00611546,0.539461617
