Date,Open,High,Low,Close,Adj Close,Volume
2003-12-22,1.426400,1.426900,1.415400,1.421700,1.421700,0
2003-12-23,1.421300,1.423800,1.419500,1.422100,1.422100,0
2003-12-24,1.422100,1.426600,1.418800,1.424900,1.424900,0
2003-12-25,1.424500,1.426400,1.420300,1.423900,1.423900,0
2003-12-26,1.425500,1.427100,1.419800,1.426900,1.426900,0
2003-12-29,1.425500,1.426300,1.417300,1.420300,1.420300,0
2003-12-30,1.419800,1.422100,1.414600,1.416000,1.416000,0
2003-12-31,1.416800,1.421900,1.410700,1.420300,1.420300,0
2004-01-01,1.420300,1.423300,1.416600,1.418800,1.418800,0
2004-01-02,1.419000,1.427200,1.416000,1.426900,1.426900,0
2004-01-05,1.419600,1.426900,1.416200,1.423500,1.423500,0
2004-01-06,1.423500,1.432100,1.423300,1.431100,1.431100,0
2004-01-07,1.430800,1.439600,1.429200,1.437700,1.437700,0
2004-01-08,1.437900,1.442900,1.434200,1.436200,1.436200,0
2004-01-09,1.436200,1.443300,1.434100,1.443200,1.443200,0
2004-01-12,1.437700,1.449300,1.435800,1.448500,1.448500,0
2004-01-13,1.448400,1.450600,1.443300,1.445800,1.445800,0
2004-01-14,1.446300,1.452500,1.444500,1.448300,1.448300,0
2004-01-15,1.448600,1.450000,1.441800,1.448400,1.448400,0
2004-01-16,1.448700,1.455400,1.447300,1.449500,1.449500,0
2004-01-19,1.452900,1.453900,1.439700,1.443500,1.443500,0
2004-01-20,1.443400,1.447900,1.438200,1.444800,1.444800,0
2004-01-21,1.445700,1.453200,1.442800,1.447200,1.447200,0
2004-01-22,1.447400,1.452000,1.445000,1.448800,1.448800,0
2004-01-23,1.448600,1.452900,1.442500,1.450100,1.450100,0
2004-01-26,1.450000,1.456300,1.447900,1.453400,1.453400,0
2004-01-27,1.453400,1.455300,1.442600,1.445300,1.445300,0
2004-01-28,1.444700,1.462200,1.444700,1.458900,1.458900,0
2004-01-29,1.458800,1.466000,1.454000,1.463500,1.463500,0
2004-01-30,1.463500,1.465400,1.457300,1.462800,1.462800,0
2004-02-02,1.461800,1.465100,1.460500,1.465100,1.465100,0
2004-02-03,1.465000,1.466900,1.457900,1.464600,1.464600,0
2004-02-04,1.464600,1.467100,1.459200,1.460700,1.460700,0
2004-02-05,1.461100,1.462500,1.456000,1.460900,1.460900,0
2004-02-06,1.460800,1.465100,1.451800,1.453900,1.453900,0
2004-02-09,1.458000,1.467100,1.453300,1.465100,1.465100,0
2004-02-10,1.465200,1.474300,1.460500,1.471500,1.471500,0
2004-02-11,1.471000,1.476900,1.468500,1.474900,1.474900,0
2004-02-12,1.475000,1.480800,1.472500,1.476700,1.476700,0
2004-02-13,1.476000,1.485900,1.471400,1.480200,1.480200,0
2004-02-16,1.478700,1.480700,1.477100,1.478900,1.478900,0
2004-02-17,1.479900,1.485000,1.475100,1.481600,1.481600,0
2004-02-18,1.480400,1.489100,1.478600,1.486600,1.486600,0
2004-02-19,1.486800,1.492100,1.483800,1.488500,1.488500,0
2004-02-20,1.488400,1.492000,1.482200,1.485400,1.485400,0
2004-02-23,1.486400,1.488500,1.478400,1.485200,1.485200,0
2004-02-24,1.485000,1.491400,1.484600,1.490700,1.490700,0
2004-02-25,1.490300,1.502600,1.488800,1.497700,1.497700,0
2004-02-26,1.497700,1.501100,1.493200,1.497000,1.497000,0
2004-02-27,1.497200,1.498500,1.487500,1.496600,1.496600,0
2004-03-01,1.495000,1.503000,1.493000,1.499900,1.499900,0
2004-03-02,1.500700,1.506900,1.496600,1.506300,1.506300,0
2004-03-03,1.506000,1.511800,1.497200,1.498900,1.498900,0
2004-03-04,1.499200,1.505300,1.491400,1.493400,1.493400,0
2004-03-05,1.493500,1.495200,1.485400,1.491600,1.491600,0
2004-03-08,1.493400,1.498500,1.487600,1.491100,1.491100,0
2004-03-09,1.491000,1.492800,1.476500,1.481900,1.481900,0
2004-03-10,1.481900,1.485700,1.471400,1.474300,1.474300,0
2004-03-11,1.474300,1.476100,1.463800,1.465600,1.465600,0
2004-03-12,1.465000,1.475900,1.460300,1.475400,1.475400,0
2004-03-15,1.472900,1.476100,1.466100,1.470800,1.470800,0
2004-03-16,1.470600,1.479200,1.467000,1.478500,1.478500,0
2004-03-17,1.478800,1.486500,1.475900,1.485900,1.485900,0
2004-03-18,1.485900,1.489400,1.478200,1.481500,1.481500,0
2004-03-19,1.481000,1.493200,1.478000,1.492500,1.492500,0
2004-03-22,1.493600,1.497600,1.491000,1.496500,1.496500,0
2004-03-23,1.495900,1.503100,1.493600,1.500300,1.500300,0
2004-03-24,1.499900,1.505100,1.497600,1.503600,1.503600,0
2004-03-25,1.502600,1.505100,1.484300,1.489500,1.489500,0
2004-03-26,1.489500,1.498800,1.488000,1.497700,1.497700,0
2004-03-29,1.496300,1.499900,1.494100,1.495500,1.495500,0
2004-03-30,1.494800,1.501200,1.492200,1.499500,1.499500,0
2004-03-31,1.498800,1.501600,1.493100,1.496800,1.496800,0
2004-04-01,1.497200,1.505900,1.496600,1.501200,1.501200,0
2004-04-02,1.500600,1.511500,1.498000,1.506700,1.506700,0
2004-04-05,1.509300,1.518700,1.502800,1.517900,1.517900,0
2004-04-06,1.517200,1.522200,1.514000,1.519600,1.519600,0
2004-04-07,1.518600,1.523900,1.510100,1.512600,1.512600,0
2004-04-08,1.512600,1.518500,1.508800,1.516100,1.516100,0
2004-04-09,1.514500,1.517700,1.512600,1.516500,1.516500,0
2004-04-12,1.516300,1.523500,1.515600,1.521600,1.521600,0
2004-04-13,1.521600,1.525600,1.519600,1.523000,1.523000,0
2004-04-14,1.523500,1.524200,1.494200,1.497500,1.497500,0
2004-04-15,1.497700,1.500600,1.491600,1.493400,1.493400,0
2004-04-16,1.494100,1.503300,1.489900,1.496100,1.496100,0
2004-04-19,1.495900,1.505300,1.495200,1.504000,1.504000,0
2004-04-20,1.494100,1.508400,1.489900,1.506200,1.506200,0
2004-04-21,1.506300,1.507600,1.492500,1.498800,1.498800,0
2004-04-22,1.498600,1.500200,1.486500,1.488800,1.488800,0
2004-04-23,1.488800,1.498900,1.486800,1.494100,1.494100,0
2004-04-26,1.501200,1.508100,1.498800,1.505300,1.505300,0
2004-04-27,1.506500,1.509100,1.499000,1.501700,1.501700,0
2004-04-28,1.502100,1.505500,1.494500,1.495200,1.495200,0
2004-04-29,1.495400,1.496700,1.480100,1.482700,1.482700,0
2004-04-30,1.482400,1.484900,1.477800,1.483600,1.483600,0
2004-05-03,1.482400,1.485300,1.478800,1.483200,1.483200,0
2004-05-04,1.483200,1.488100,1.479700,1.483500,1.483500,0
2004-05-05,1.483500,1.484000,1.470900,1.472100,1.472100,0
2004-05-06,1.473000,1.486800,1.471600,1.485600,1.485600,0
2004-05-07,1.485700,1.505300,1.482400,1.505300,1.505300,0
2004-05-10,1.501900,1.505500,1.496300,1.499800,1.499800,0
2004-05-11,1.499600,1.499600,1.477500,1.481500,1.481500,0
2004-05-12,1.481600,1.494500,1.481300,1.488100,1.488100,0
2004-05-13,1.487400,1.493000,1.484100,1.490500,1.490500,0
2004-05-14,1.490300,1.491000,1.478000,1.480400,1.480400,0
2004-05-17,1.478600,1.479500,1.467100,1.472700,1.472700,0
2004-05-18,1.473000,1.479900,1.468000,1.478200,1.478200,0
2004-05-19,1.478200,1.487000,1.474900,1.484400,1.484400,0
2004-05-20,1.484600,1.489000,1.479000,1.484600,1.484600,0
2004-05-21,1.484100,1.492400,1.480700,1.487200,1.487200,0
2004-05-24,1.491400,1.497400,1.489400,1.492900,1.492900,0
2004-05-25,1.491000,1.498700,1.489600,1.496600,1.496600,0
2004-05-26,1.497000,1.500700,1.495200,1.498100,1.498100,0
2004-05-27,1.498100,1.502800,1.494500,1.496000,1.496000,0
2004-05-28,1.495900,1.502600,1.495500,1.499900,1.499900,0
2004-05-31,1.499300,1.505200,1.497900,1.501900,1.501900,0
2004-06-01,1.502100,1.504700,1.498800,1.502500,1.502500,0
2004-06-02,1.502400,1.505000,1.497900,1.500200,1.500200,0
